Status ,Find companies,Name,Description,Primary Industry,Size,Type,Location,Country,Domain,LinkedIn URL,Solar Developer True Or_False,Contains Relevant Keywords,Link Of_Page,Utility_Check,Residential Mention,Find warm intros to company,Connection Strength Normalized,Connector Overlap,Internal Connector Owner,Name of Person Connected,Linkedin Url of Connector,Work Email,Connector Current Company Name,Connector Current Title,Find Contacts at Company,Find people at company,Find people at company (SMB),Find people,Find people at company (2),Custom Waterfall,Send table data,Referral Request,Details 
,,Red Cloud Renewable,"Since 2002, Henry Red Cloud has been working to bring energy sovereignty to his community on the Pine Ridge Reservation in South Dakota with the dream of creating a new generation of Solar Warriors. Henry is a fifth generation direct descendant of the infamous Chief Red Cloud (Mahpiya Luta), one of the most renowned American Indian leaders in history, and is dedicated to seeing the vision of his ancestors fulfilled by ushering in a revival of the Lakota people and all Native Americans within seven generations of his great-great-great grandfather.

Red Cloud Renewable has helped provide field training and professional certifications to over a thousand individuals from over 70 tribes. Our work is focused within three strategic pillars:

Solar Installation
Native American students learn about the benefits of solar energy, including reducing electricity bills, solar powered water pumps for gardens, and the potential for energy independence by going “off the grid.”

Home Weatherization
An all-Native crew runs “The Native to Native Energy Sovereignty” Weatherization program, which is grant-funded by the U.S. Department of Energy. The crew does energy assessments and building retrofits on the reservation, helping create safe, healthy homes.

Sustainable Home Building
Completed in conjunction with our partners at ""In Our Hands,"" the “Lakota Thiyuha Project” offers innovative housing that is affordable, sustainably built, using cellular concrete and locally harvested lumber, and easy to regulate in extreme temperatures. This project not only helps alleviate stresses related to the housing crisis in our community, but also adds to our mission of workforce development as we hire only Natives for construction projects.",Non-profit Organizations,2-10 employees,Non Profit,"Pine Ridge, South Dakota",United States,redcloudrenewable.org,https://www.linkedin.com/company/red-cloud-renewable,TRUE,TRUE,https://redcloudrenewable.org,FALSE,TRUE,❌ No relationships found,,,,,,,,,,✅ Found 9 people,,,,,,,
,,"Redstone Solar, LLC",We are a premier full service provider of solar photovoltaic systems along the Wasatch Front. Our specialty is the design and installation of high-end systems on upscale homes.,Construction,11-50 employees,Privately Held,"Provo, Utah",United States,redstonecleanenergy.com,https://www.linkedin.com/company/redstone-solar,TRUE,TRUE,https://redstonecleanenergy.com/commercial-solar-and-battery-installation,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,❌ No people found,✅ 1 decision maker found,,,,✅ Sent 0 rows,,
,,Redwood Energy,"Since 2011 Redwood Energy has led the design of more than 400 all-electric apartment complexes with 50%-110% solar offset arrays, including half of the all-electric residences built in California between 2011 and 2020, and 1/4th of the Zero Net Energy residences in North America. We provide Title 24 modeling, all-electric design support and Utility Allowance modeling to create cost-effective Zero Net Energy affordable housing. Our projects range from high rises to cottages, and we teach residential and commercial electrification classes for California's utilities.",Research Services,11-50 employees,Privately Held,"Arcata, California",United States,redwoodenergy.net,https://www.linkedin.com/company/redwood-energy,TRUE,TRUE,https://redwoodenergy.net/research/redwood-energys-pocket-guide-to-all-electric-commercial-retrofits,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,Refresh Exteriors LLC,"Refresh Exteriors LLC is a full-service, licensed and insured Minnesota roofing, siding, and gutter contractor specializing in replacements, repairs, and maintenance services for residential, multi-family and commercial buildings. 

The fully certified home improvement professionals at Refresh Exteriors are committed to delivering the highest quality service and materials at competitive prices. Whether it's Gutters, Roofing, Siding or Windows our experienced design team and installation crews use the latest products and materials from the country’s leading brand name manufacturers. We ensure every project we complete delivers superior performance and lasting value.

Whether you are a victim of storm damage, think you might be, or if you are just looking to make your home more comfortable and energy efficient while improving its curb appeal, we’re ready to help.

For a complimentary discussion and/or free estimate for your project, call Refresh Exteriors today at 952-334-6072.",Construction,11-50 employees,Partnership,"Eden Prairie, Minnesota",United States,refreshexteriorsmidwest.com,https://www.linkedin.com/company/refresh-exteriors-llc,TRUE,TRUE,http://refreshexteriorsmidwest.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 2 People,,,,,,✅ Sent 2 rows,,
,,Reilly Electrical Contractors,"Reilly Electrical Contractors, Inc. is a full service electrical and telecommunications firm serving the New England area with office locations in Easton, MA, South Yarmouth, MA, Pawtucket, RI and North Hampton, NH.

Since 1993, Reilly Electrical Contractors has successfully completed some of the most complex high profile electrical and tel/data scopes of work for projects in New England. Market segments include institutional, retail, commercial, industrial, research and development, health care, sports facilities, residential, multi-unit residential and process controls. 

Team RELCO provides electrical services including 24/7 emergency service, new electrical construction, electrical upgrades and renovations, design build services, building information modeling (BIM), infra-red testing, generators, lightning protection, solar powered systems and tel/data networking solutions. 

Reilly Electrical Contractors is one of the largest contractors providing electrical service and maintenance in New England. We have a strong partnership with local companies offering them localized electrical expertise, quick response time and qualified, licensed, trained technicians to troubleshoot their every need. RELCO's fleet of service vans are capable of small residential projects to larger commercial projects.",Construction,51-200 employees,Privately Held,"Easton, MA",United States,gorelco.com,https://www.linkedin.com/company/reilly-electrical-contractor,TRUE,TRUE,https://gorelco.com/team-relco-powered-the-new-woodman-community-and-performance-center-at-moses-brown,FALSE,TRUE,❌ No relationships found,,,,,,,,,,,,,,,,,
,,Reimagine Roofing,"In 2020, we embarked on our journey to Reimagine the roofing industry. We didn’t have much – couple people, a single truck and a small office. We made up for that with a definitive vision – That quality roofing was not just a trade but a craft.

Fast forward to today, we’ve grown into a close-knit team of over 50, having crafted over thousands of roofs with precision and care. Our dedication shines through in the roofs we’ve built and the smiles we’ve earned with every 5 star experience. While our roots will always remain in Arizona, our impact now spans across 13 states.

Our secret?

Developing our team through personal growth. It’s not just about roofing, it’s about building better humans. It’s about inspiring our team members to create the 5 star experience you deserve.

We aren't your ordinary roofers. We provide services for all types of roofs such as shingle, shake, tile, flat, foam, and metal.",Construction,51-200 employees,Partnership,"Phoenix, Arizona",United States,reimagineroofing.com,https://www.linkedin.com/company/reimagineroofing,TRUE,TRUE,https://reimagineroofing.com/commercial-roofing-services,FALSE,TRUE,❌ No relationships found,,,,,,,,,,✅ Found 10 people,,,,,,,
,,Renew Energy,"Renew Energy team has been making life better for Virginia, Southern California, Colorado and South Carolina residents since 2014. We love helping our customers save money while enjoying the luxury and comfort of energy freedom! Incentives are still available that make solar affordable, and a variety of zero-down options offer immediate savings.",Renewables & Environment,11-50 employees,Privately Held,"Virginia Beach, Virginia",United States,renewenergy.us,https://www.linkedin.com/company/renew-energy-us,TRUE,TRUE,https://renewenergy.us,FALSE,TRUE,,,,,,,,,,,,,,,,,,
,,Renewable Energy Design Group,"Renewable Energy Design Group is the leading solar installer in North Carolina and South Carolina since 2012. As a general contractor and electrical contractor we design and install solar energy systems for residential, commercial and agricultural applications.",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,"Lewisville, North Carolina",United States,redgroupnc.com,https://www.linkedin.com/company/renewable-energy-design-group,TRUE,TRUE,https://redgroupnc.com/commercial-solar,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,✅ Found 8 people,,,,,✅ Sent 0 rows,,
,,Renewable Energy Evolution,"Renewable Energy Evolution is a Midwest renewable energy consultancy which is solely concentrated on helping accelerate the rapid alteration taking place in the energy industry towards power generation which is cleaner, and more rationalized.",Renewables & Environment,2-10 employees,Partnership,"Burr Ridge, IL",United States,renewableenergyevolution.com,https://www.linkedin.com/company/renewable-energy-evolution,TRUE,TRUE,https://renewableenergyevolution.com/about-us/,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 2 People,,,,,,✅ Sent 2 rows,,
,,"Renewable Energy Partners, Inc. dba REP Solar","We are a full service Developer, Integrator and O&M provider solely dedicated to renewable energy. We are focused on the development, integration, financing, construction, operation, maintenance and monitoring of clean energy projects. We have the expertise to assist clients with turn-key solutions for various technologies including our focus: solar photovoltaic and energy storage.",Solar Electric Power Generation,11-50 employees,Privately Held,"Corona, California",United States,renewepi.com,https://www.linkedin.com/company/renewable-energy-partners-inc.-dba-rep-solar,TRUE,TRUE,https://renewepi.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 2 People,,,,,,✅ Sent 2 rows,,
,,"Renewable Energy Systems, LLC","Renewable Energy Systems, LLC, otherwise known as RESSolar installs Solar Hot Water, PV, and Solar Pool Heating. We work with residential and commercial customers to create affordable, environmentally friendly systems to reduce the use of fossil fuel.",Renewables & Environment,11-50 employees,Privately Held,"Cohasset, MA",United States,ressolar.com,https://www.linkedin.com/company/renewable-energy-systems-llc,TRUE,TRUE,http://ressolar.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,Renewable Solar,"RSI was formed in 2002 with a heavy focus in supporting our agricultural base in the Central Valley of California.  In 2024, RSI grew to 60MW of installed grid tied capacity. As a true turnkey EPC, our team is capable of taking on the most challenging PV or PV + Battery Energy Storage Systems.  RSI manages the full lifecycle of the projects, from design, procurement and installation, to operating and maintaining those systems through their full lifecycle.  

www.rsi.solar",Renewable Energy Semiconductor Manufacturing,51-200 employees,Privately Held,"Hanford, California",United States,renewablesolarhanford.com,https://www.linkedin.com/company/renewable-solar,TRUE,TRUE,http://renewablesolarhanford.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,✅ Found 10 people,,,,,✅ Sent 0 rows,,
,,Renewable Thermal Collaborative,"Energy used for heating and cooling comprises approximately 50 percent of total global final energy demand and 39 percent of energy-related carbon dioxide emissions. In the United States, heating and cooling account for more than 25 percent of total energy use across residential, commercial, and industrial sectors at a cost of $270 billion annually.

Despite its large energy and carbon footprint and its significant potential to reduce carbon emissions, the use of renewable energy for heating and cooling applications, including biomass, biogas, geothermal, landfill gas, renewable electrification, renewable hydrogen, and solar thermal, has received relatively little attention compared with renewable electricity.

The Renewable Thermal Collaborative (RTC) serves as the leading coalition for organizations that are committed to scaling up renewable heating and cooling at their facilities and dramatically cutting carbon emissions. RTC members recognize the growing demand and necessity for renewable heating and cooling and the urgent need to meet this demand in a manner that delivers sustainable, cost-competitive options at scale.

The Renewable Thermal Collaborative is facilitated by the Center for Climate and Energy Solutions, David Gardiner and Associates, and World Wildlife Fund.",Industry Associations,2-10 employees,Partnership,"Arlington, Virginia",United States,renewablethermal.org,https://www.linkedin.com/company/renewable-thermal-collaborative,TRUE,TRUE,https://renewablethermal.org/community-benefits,FALSE,TRUE,❌ No relationships found,,,,,,,,,,,,,,,,,
,,Reno Solar,"Here at Reno Solar, we do much more than just solar. We care about our clients and their needs. Every project is specifically designed to fit their home and requirements.

We are a 5-star rated company on Google reviews, with the best customer care in Northern Nevada.  Our company is locally owned and operated and offers a fast, turnkey, sustainable solution that allows homeowners in Reno and Northern Nevada to save hundreds of dollars on their monthly electric bills while at the same time helping to protect our Community.

With over 10 years of experience from our team members and partners and trusted by hundreds of Homeowners in our Region, Reno Solar keeps the promise of delivering the best Residential and Commercial Solar Power Systems and making them affordable to our community with flexible plans and competitive costs.",Solar Electric Power Generation,11-50 employees,Privately Held,"Reno, Nevada",United States,reno.solar,https://www.linkedin.com/company/reno-solar,TRUE,TRUE,https://reno.solar/tag/community-support/,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,✅ Found 10 people,,,,,✅ Sent 0 rows,,
,,Renova Energy,"Since 2006, Renova Energy has been the desert solar and battery specialist to the Coachella Valley and surrounding area. Our core belief is that sustainable microgrid technology and renewable energy systems are the only way forward. When you go solar with Renova Energy, you can be certain you're working with the industry's leading technology and seasoned professionals to answer every question.  As the nation's first NABCEP accredited solar company, Renova Energy takes pride in educating the next generation on the benefits of solar and battery storage, and we take active measures to stay involved in not only the growth of our industry, but also the growth of our community. CSLB# 910836",Renewable Energy Semiconductor Manufacturing,201-500 employees,Privately Held,"Palm Desert, CA",United States,gorenova.com,https://www.linkedin.com/company/renova-energy-corp,TRUE,TRUE,https://renovaenergy.com/commercial,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,Renovate Robotics,"Venture-backed startup working on construction automation, starting with roofing.",Machinery Manufacturing,2-10 employees,Privately Held,"Brooklyn, New York",United States,renovaterobotics.com,https://www.linkedin.com/company/renovate-robotics,TRUE,TRUE,https://www.renovaterobotics.com/,FALSE,TRUE,❌ No relationships found,,,,,,,,,,,,,,,,,
,,Renu Energy Solutions,"Renu Energy Solutions provides high-quality solar installations, as well as proven energy-saving products and services like energy storage and system monitoring. Based in Charlotte, NC since 2010, we have installed and serviced over 5000 homes and businesses across the Southeast. Renu's industry leading expertise provides end-to-end customized solar solutions. Proven quality, trusted partnership, and customer-focused solutions are the values that Renu embodies as the strongest clean energy provider in the Southeast. Choose smart. reliable. solar. Choose Renu!",Renewable Energy Semiconductor Manufacturing,51-200 employees,Privately Held,"Charlotte, North Carolina",United States,renuenergysolutions.com,https://www.linkedin.com/company/renu-energy-solutions,TRUE,TRUE,https://renuenergysolutions.com/nonprofit-solar,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 2 People,,,,,,✅ Sent 2 rows,,
,,Resnick Roofing & Contracting,"Since 2006, Resnick Roofing has provided top-level exterior remodeling services to local homeowners. We continuously seek to learn more about our industry and maintain the highest level of training across our team. As a result, we’ve earned prestigious standing as a GAF President’s Club Award-Winning Master Elite Contractor. Less than 1% of contractors in our market have achieved this honor!

The skilled team at Resnick Roofing knows how to protect your exterior from inclement weather, harsh UV rays, and unwanted pests. Our range of services includes:

Roofing: We offer first-class residential roof repair and replacement. Our roofers utilize shingles of the highest durability and style.
Siding: As a James Hardie Elite Preferred Contractor, we can provide top-of-the-line expertise for your home’s fiber cement siding replacement.
Solar Panels: Our highly trained roofing team also offers industry-leading solar panel installation services. We’ll take care of everything, including permitting, inspections, and electrical service.
Gutters: Our seamless gutter replacement solutions will improve the curb appeal of your property, as well as the drainage and water flow off of your roof and around your home.",Construction,11-50 employees,Self Owned,"Gibsonia, Pennsylvania",United States,resnickroof.com,https://www.linkedin.com/company/resnickroofing,TRUE,TRUE,http://resnickroof.com/roofing/commercial-roofing,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,Resource Engineering Group,"Resource Engineering Group is your engineering partner in creating high-performance, energy-efficient spaces.
Our firm has a long history of progressive, outside-the-box creativity in building systems engineering.
We offer engineering excellence, progressive thinking, and clear communication.  

Resource Engineering Group, Inc. (REG) provides a unique set of engineering skills for projects across the country and the world. We live and breathe resource efficiency, and specialize in designing mechanical, electrical, energy, and structural systems to aggressively reduce material and energy use. In addition to full S-M-E-P services with internal coordination between engineering disciplines, REG engineers are also active in forensic structural analysis, commissioning, re-commissioning, energy auditing, and general troubleshooting to make buildings run better. Instead of saying “you can’t do that because we’ve never done it before,” we say, “yes we can.” We were among the first engineers of record to promote and design underfloor air systems, dedicated outside air systems, ground-source heat pumps, radiant cooling, night-sky radiation, and passive cooling towers.

We believe in passive solar.
We believe that architects can be our partners in creating exceptional, beautiful, and energy efficient spaces.
We believe in the 2030 Challenge—and we’ll help you meet it.
We believe in a sustainable future.
Net Zero Energy is possible. 
Net Zero Carbon is possible. 
Let's work together and make it happen.",Design,11-50 employees,Privately Held,"Crested Butte, CO",United States,reginc.com,https://www.linkedin.com/company/resource-engineering-group,TRUE,TRUE,https://reginc.com/where,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,✅ Found 7 people,,,,,✅ Sent 0 rows,,
,,Revolusun,"Locally owned and operated, RevoluSun is Hawaii's most trusted full-service provider of photovoltaic systems, battery storage and energy efficient home and commercial property improvements. Ranked consistently as Hawaii's best solar company, RevoluSun has helped 8,000+ families and businesses save over $25 million in utility expenses annually.

RevoluSun's Total Performance solutions now include roofing, air conditioning and Smart Power financing which enables home and business owners to switch to PV + storage for as little as $0 down and realize immediate monthly savings. When getting the best value matters, clients rely on RevoluSun’s proven installation methods, commitment to service and the best warranties in the business. Visit RevoluSun’s showroom in SALT at Our Kaka`ako to see, touch and learn about their innovative energy products.

Contact Info:
REVOLUSUN
660 Ala Moana Blvd #220A, Honolulu
(808) 748-8888 | RevoluSun.com",Renewables & Environment,51-200 employees,Privately Held,"HONOLULU, Hawaii",United States,revolusun.com,https://www.linkedin.com/company/revolusun-llc,TRUE,TRUE,https://revolusun.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,RevoluSun Idaho,"RevoluSun is Idaho’s most trusted solar provider. With many companies having come and gone, RevoluSun’s unwavering commitment to quality shows in the people we hire, the services we offer and the products we carry.  Our relationship with our clients continues long after the installation is complete. RevoluSun is proud to have over eight thousand families and businesses continue to rely on us for their home improvement needs including solar energy, battery storage, heating and cooling.

RevoluSun is locally owned and operated. We live in the same neighborhoods, our kids go to the same schools, our families play in the same mountains. We take care of our clients and our community like family. We support a variety of local nonprofits that continue to make Idaho a better place to live and play. Our goals are much more than being a part of Idaho’s top solar provider. We are leaving a legacy of clean energy for our children.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,"Boise, ID",United States,revolusun.com,https://www.linkedin.com/company/revolusunidaho,TRUE,TRUE,https://revolusun.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,"ReWild Renewables, LLC","We are passionate about solar energy. We are passionate about biodiversity preservation and enhancement. We are ReWild Renewables. 

ReWild cares about both solar energy development and improving the biodiversity of our planet. ReWild is a professional solar development company that is employee owned and ecologically conscious. We develop solar energy farms and provide clean power to tens of thousands of residents, businesses, municipalities, and universities by siting our projects in areas where solar is an appropriate use of the land. We help to ""ReWild"" our sites with voluntary pollinator grass seeds to attract pollinator species, bird and bat boxes, and agricultural fences to invite wildlife passage. We also donate a portion of our proceeds to permanently protect large, connected, resilient habitat for biodiversity preservation and enhancement. 

Through efforts like this, coupled with thoughtful energy policy, we can decarbonize our planet while protecting the biodiversity of species we all depend on. 

ReWild was created by the team that built and sold SunRaise Investments LLC.",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,"Portsmouth, New Hampshire",United States,rewildrenewables.com,https://www.linkedin.com/company/rewild-renewables-llc,TRUE,TRUE,https://rewildrenewables.com/for-landowners-communities/communities,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 2 People,,,,,,✅ Sent 2 rows,,
,,"Ridge Valley Exteriors, Inc","When it comes to superior roofing experience, nothing comes close to Ridge Valley Exteriors. Operating in 38 states, Ridge Valley Exteriors is a family-owned and operated roofing business founded by Ashley and Derric Stull in 2009. 

Since then, the company has amassed a solid client base. Offering the best OC warranty and representing less than 1% of roofing contractors, the top network of Platinum Preferred Contractors who commit to offering high performance products for every customer’s roofing needs. Recognized for high quality craftsmanship, training and focus, the roofing contractor optimizes such warranties for its countless customers while backed by the most trusted brand in Home Improvement – OWENS CORNING. 

Ridge Valley Exteriors continues to provide a commitment to dependable quality training, and installing roofing systems that are always A+ as rated by the Better Business Bureau.  

Having a roof over one’s head is important. But having the Ridge Valley Exteriors guarantee is an assurance that the roof will run strong through the years and be a family’s pride that raises the roof.",Construction,11-50 employees,Privately Held,"Kennesaw, Georgia",United States,ridgevalleyexteriors.com,https://www.linkedin.com/company/ridge-valley-exteriors,TRUE,TRUE,https://ridgevalleyexteriors.com/services/commercial-roofing,FALSE,TRUE,❌ No relationships found,,,,,,,,,,,,,,,,,
,,Rite Way Energy,Solar the Rite Way,Solar Electric Power Generation,11-50 employees,Privately Held,"Central Valley & Central Coast, Ca",United States,ritewayenergy.com,https://www.linkedin.com/company/ritewayenergy,TRUE,TRUE,https://ritewayenergy.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,✅ Found 2 people,,,,,✅ Sent 0 rows,,
,,Riverside Electric Inc.,"At Riverside Electric Inc. we’re electricians at our core—skilled professionals dedicated to powering businesses and homes with precision, safety, and innovation. Since 1945, we’ve grown into one of the most trusted names in electrical contracting, lighting, and maintenance, with offices in Cincinnati (Home Office), Columbus, and Indianapolis.

We specialize in highly professional electrical contracting services for local business owners, industrial and warehouse facilities, national property management companies, leading institutions, national corporations, and REITs. 
Our team is committed to delivering reliable, code-compliant, and future-ready solutions tailored to the unique needs of each client.

We specialize in exterior lighting repair and maintenance, but our capabilities extend far beyond. From a single lamp replacement to full-scale retrofits, we deliver dependable electrical contractor services backed by decades of experience and a commitment to staying ahead of the curve in lighting and energy technology. Our offerings include 24/7 electrical service, lighting management programs, LED retrofits, and more—designed to maximize efficiency, safety, and long-term value.

Residential customers have also enjoyed the same professional, 24/7 service and competitive pricing through our generator and clean energy solutions, including solar energy systems and EV charger installations. We are also proud to be Cincinnati’s Top-Rated PowerPro Premier Generac Dealer, offering trusted backup power solutions for homes across the region.",Facilities Services,11-50 employees,Privately Held,"Cincinnati, OH",United States,riverside-elec.com,https://www.linkedin.com/company/riverside-electric-inc.,TRUE,TRUE,https://riverside-elec.com/institutional-and-church-electrical-services,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,✅ Found 10 people,,,,,✅ Sent 0 rows,,
,,Rix Petroleum,"Rix Petroleum is one of the oldest remaining family-owned, independent domestic and commercial fuel distributors in the UK. We're proud to have a depot network of more than 15 supply locations throughout the country.

Rix delivers petroleum-based products and services to domestic, commercial, haulage, and agri-businesses across the UK. 

We provide heating oil, gasoil , diesel, superheat35, AdBlue, additives, tanks, tank accessories, lubricants , fuel cards, truck services and heating services .",Oil and Gas,201-500 employees,Privately Held,Hull,United States,rix.co.uk,https://www.linkedin.com/company/rix-petroleum-limited,TRUE,TRUE,https://rix.co.uk,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,✅ Found 10 people,,,,,✅ Sent 0 rows,,
,,Robco Electric,"Robco Electric, Inc., was established and incorporated in 1997. Robco Electric Inc., consists of two principal corporate officers: Robert Kowalczik, President (rob@robcoelectriclv.com) and Kimberly Kowalczik (Treasurer / Secretary.) 
 
Robco Electric, Inc., is a C-2 electrical contractor licensed in the State of Nevada with numerous completed commercial projects and an unlimited bid amount. Robco Electric, Inc., skillfully coordinates with the client to help guide the construction and development of a project. With a solid track record in the construction of commercial buildings, Robco Electric, Inc., boasts an excellent reputation for bringing in projects both on time and within budget.
 
The main goal of Robco Electric, Inc., is to achieve 100% customer satisfaction. We feel that by utilizing newest computer software available to the construction industry, this will assist the customer in the development, design, budget analysis and construction of any proposed project.
 
At Robco Electric, Inc., we pride ourselves in offering a complete team that enables us to utilize the disciplines of design, project management and construction.  These are the disciplines which build strong customer relationships.  Robco Electric, Inc., believes in listening and responding to the client’s ideas, Robco Electric, Inc., builds relationships that are based on a foundation of trust, service and a history of success.

Robco Electric's Solar Team has been in the solar industry for over 30 years. We have been installing PV systems in Nevada for the past seven years and have hundreds of satisfied customers. Our certified installers have over 70 years of construction experience and we employ some of the best electrical and structural engineers in the West.",Construction,51-200 employees,Privately Held,"Las Vegas, NV",United States,robcoelectriclv.com,https://www.linkedin.com/company/robco-electriclv,TRUE,TRUE,https://robcoelectriclv.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,,,,,,,,,
,,ROI Construction,"ROI Construction is a trusted, licensed and insured company providing customers with high quality roofs, solar, siding, windows and gutters for over 25 years. A family owned and operated company committed to providing a positive Return On Investment to families in the greater Washington, DC area (Maryland, DC, Virginia). Our gold standard is 100% customer satisfaction 100% of the time.",Construction,11-50 employees,Self Employed,"Savage, Maryland",United States,roiconstruction.com,https://www.linkedin.com/company/roiconstruction,TRUE,TRUE,https://blog.roiconstruction.com/2022/01/new-video-by-roi-construction-on-youtube_10.html,FALSE,TRUE,❌ No relationships found,,,,,,,,,,,,,,,,,
,,"Roman Roofing, Inc.","Roman Roofing is a small yet fiercely competitive roofing
company located in Cape Coral, FL. Established in 2015,
we specialize in residential roofing services including re
roofs, repairs, inspections, and insurance claims. In
addition, Roman Roofing has started expanding into solar
installation and commercial roofing to further grow our
footprint in SWFL.

With a strong sales culture and healthy compensation
package that empowers and rewards our workforce for
achieving goals, we set ourselves above our competition
and easily attract top talent. Our mission is to provide the
best roofing experience for homeowners by utilizing our
experience, top tier customer service, and constant
technological innovation.

Our amazing and talented team of estimators, production,
and support staff have earned a place in the INC 500 &
5000 for the past three years running. This award among
many others shows the dedication and passion we
possess to be the roofing authority within our region.",Construction,201-500 employees,Privately Held,"Cape Coral, FL",United States,romanroofing.com,https://www.linkedin.com/company/romanroofing,TRUE,TRUE,https://romanroofing.com/commercial-roofing,FALSE,TRUE,,,,,,,,,,,,,,,,,,
,,Roofing & Reconstruction Contractors of America LLC,"RRCA – Roofing & Reconstruction Contractors Of America LLC – is a TOP 50 Roofing Contractor in the U.S. that focuses on providing the best customer experience for Solar, Residential & Commercial Roofing.",Construction,201-500 employees,Self Owned,"Naples, Florida",United States,rrcausa.com,https://www.linkedin.com/company/rrca,TRUE,TRUE,https://rrcausa.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,✅ Found 10 people,,,,,✅ Sent 0 rows,,
,,Roofing by Curry,"Roofing by Curry, also known as ""Why Worry Call Curry"" is Sarasota's leading residential roofing company.  We specialize in roof leak repair, roof replacements, and new construction of tile, metal and shingle roofs. Call us today and see what we can do for you!",Construction,51-200 employees,Privately Held,"Sarasota, FL",United States,roofingbycurry.com,https://www.linkedin.com/company/roofing-by-curry,TRUE,TRUE,http://roofingbycurry.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,✅ Found 10 people,,,,,✅ Sent 0 rows,,
,,Roofing Rochester NY,"Roofing Rochester NY is a local, family-owned roofing company specializing in residential and commercial roof installation and repair services of many varieties, including: solar, metal, shingle, and more. We service all of New York State for the installation of the Tesla Solar Roof.",Construction,51-200 employees,Privately Held,"Rochester, New York",United States,roofingrochesterny.com,https://www.linkedin.com/company/roofingroc,TRUE,TRUE,http://roofingrochesterny.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,Rooftop Power,"Rooftop Power is a leading solar contractor for Residential/Commercial projects servicing Rhode Island and Massachusetts. We take a full service approach for each project, providing an in house touch for every step. Locally owned and operated, we understand the processes and incentives for our area. This enables us to provide the best customer experience possible and help our customers find a way to make a profit, while making a difference.",Renewable Energy Semiconductor Manufacturing,51-200 employees,Privately Held,"Warwick, Rhode Island",United States,rooftoppowerco.com,https://www.linkedin.com/company/rooftop-power,TRUE,TRUE,https://rooftoppowerco.com/commercial-solar,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,✅ Found 10 people,,,,,✅ Sent 0 rows,,
,,Rose Energy,"We are committed to changing the way the world is powered.

With over 10 years of experience in the solar & electrical industries, we provide clean, reliable, and affordable solar power & battery storage solutions for homeowners throughout Virginia, North Carolina, South Carolina, & Georgia.

The future is electric & the time is now!",Renewable Energy Semiconductor Manufacturing,2-10 employees,Privately Held,"Greenville, South Carolina",United States,rose-energy.com,https://www.linkedin.com/company/rose-energy,TRUE,TRUE,https://rose-energy.com/services,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,✅ Found 1 people,,,,,✅ Sent 0 rows,,
,,RSP Systems,"RSP Systems is the exclusive distributor of Capstone Turbine for the Greater NY Region including Metro NY, Long Island, Westchester County and the State of Connecticut.  RSP Systems helps customers reduce their overall energy usage, while enhancing their facilities resilience in the event of grid outage.  We know that a reliable, secure power system is an essential component in our customers’ business plans and success, so we work closely with them to understand their requirements and then design and deliver the most cost-effective system available.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,"Bronx, New York",United States,rsp-systems.com,https://www.linkedin.com/company/rsp-systems,TRUE,TRUE,https://www.rsp-systems.com/about,FALSE,TRUE,❌ No relationships found,,,,,,,,,,,,,,,,,
